monthly_income,spending_behaviour,monthly_expenses,savings_goal,savings_monthly,total_savings_installment
17274396.77,frugal,5677681.95,36813735.45,3454879.354,11
6250646.01,frugal,2328669.009,37850801.89,1250129.202,30
7426272.96,wasteful,7025270.491,19488553.7,1485254.592,13
27824004.77,wasteful,24476000.39,3727942.05,5564800.954,1
21859977.81,frugal,7323684.713,35446886.62,4371995.562,8
25823652.89,moderate,14186942.09,28116017.46,5164730.578,5
14817068.93,frugal,4978110.033,30244245.2,2963413.786,10
26988983.48,moderate,18700965.84,31584442.15,5397796.696,6
26230206.49,frugal,10132640.66,17309006.14,5246041.298,3
1518801.76,moderate,829251.6221,13375835.92,303760.352,44
8670175.83,wasteful,6990722.726,8576008.49,1734035.166,5
18817639.82,frugal,6909326.277,39745545.88,3763527.964,11
2264475.45,frugal,866509.5143,10747826.4,452895.09,24
8680999.41,wasteful,6948399.056,8768578.6,1736199.882,5
17572886.85,frugal,6649754.753,38981113.67,3514577.37,11
14109614.26,frugal,5087016.097,16602497.74,2821922.852,6
27633591.15,frugal,10325271.65,18591213.05,5526718.23,3
18607372.53,frugal,6641661.591,11851459.78,3721474.506,3
3074637.03,moderate,2075593.388,17489760.79,614927.406,28
12600323.15,moderate,6640473.114,7812875.44,2520064.63,3
2942223.01,frugal,974687.5076,16495557.41,588444.602,28
8986652.73,frugal,2769597.747,24726201.48,1797330.546,14
21558714.44,moderate,12351968.93,3763241.38,4311742.888,1
27800081.17,wasteful,25172945.09,15358917.23,5560016.234,3
10361619.29,wasteful,9301445.919,3970196.67,2072323.858,2
2975438.48,wasteful,2471618.904,12815886.76,595087.696,22
15508919.26,wasteful,13487988.45,18883093.87,3101783.852,6
20765074.58,wasteful,20387051.35,7593133.55,4153014.916,2
27537131.09,frugal,10082489.51,7295067.86,5507426.218,1
12888976.32,frugal,4764475.753,19518023.08,2577795.264,8
11536879.5,frugal,4602078.216,28084033.41,2307375.9,12
25405190.2,wasteful,21904762.4,6824918.08,5081038.04,1
10345270.92,frugal,3224923.168,3226116.51,2069054.184,2
16403592.27,frugal,4955390.555,11347538.68,3280718.454,3
10244292.55,wasteful,9088775.957,12514470.55,2048858.51,6
25292398.8,wasteful,22671008.02,28757732.87,5058479.76,6
16068684.4,frugal,5612059.701,26252134.06,3213736.88,8
8865653.63,frugal,2822841.066,6612387.15,1773130.726,4
23903480.99,frugal,8268199.977,36825272.62,4780696.198,8
15217165.65,frugal,4655188.447,19147841.3,3043433.13,6
23199181.47,moderate,14676635.61,37908008.76,4639836.294,8
15532423.66,wasteful,15287353.38,39421261.67,3106484.732,13
21737689.98,frugal,7970664.803,31173303.79,4347537.996,7
16051843.52,moderate,8968298.325,26189937.86,3210368.704,8
17776895.99,wasteful,16980623.45,30012375.54,3555379.198,8
19741413.8,frugal,7408828.849,14900402.31,3948282.76,4
15534390.63,frugal,6109579.411,24109447.89,3106878.126,8
19046316.02,frugal,6505008.672,35949110.81,3809263.204,9
11121279.17,frugal,4162133.798,39972509.46,2224255.834,18
21058314.35,frugal,6976289.036,22094558.5,4211662.87,5
6601892.19,moderate,3663665.623,23659932.06,1320378.438,18
4877238.27,frugal,1675535.978,20315914.1,975447.654,21
9596264.31,frugal,3720071.286,7823677.69,1919252.862,4
6781659.74,moderate,3800869.271,19566527.26,1356331.948,14
19280991.43,frugal,7362047.963,31575784.83,3856198.286,8
20186194.18,wasteful,18526756.41,6586957.64,4037238.836,2
6658070.97,moderate,3678193.55,38064357.34,1331614.194,29
11713635.04,moderate,6937380.832,4772575.63,2342727.008,2
21549782.29,wasteful,21261999.31,31504111.05,4309956.458,7
10676466.9,wasteful,10551336.48,19362573.25,2135293.38,9
23219298.75,frugal,7253781.613,30354424.73,4643859.75,7
20087871.7,frugal,8013141.493,27334883.24,4017574.34,7
10326398.35,wasteful,9907229.436,8669355.61,2065279.67,4
10607389.9,moderate,6743047.513,17078116.68,2121477.98,8
12129191.82,wasteful,11559237.34,17309767.89,2425838.364,7
18112943.89,wasteful,17444928.11,19374368.72,3622588.778,5
10302329.11,frugal,3133895.29,25585563.69,2060465.822,12
25240685.23,frugal,8429982.551,29849521.11,5048137.046,6
3270511.15,frugal,1015279.11,24052947,654102.23,37
17380751.72,moderate,12092381.31,16743353.55,3476150.344,5
18342503.62,frugal,7091247.054,5865829.1,3668500.724,2
15931269.26,moderate,11003787.26,22067004.44,3186253.852,7
25766297.39,moderate,15382797.96,11812800.02,5153259.478,2
11204815.87,moderate,6965251.105,20001699.39,2240963.174,9
4245213.79,frugal,1593268.672,23177917.81,849042.758,27
22009453.18,moderate,11835632.94,6786382.39,4401890.636,2
12816870.25,wasteful,11329406.91,23636981.91,2563374.05,9
15288545.56,moderate,9683820.953,18831692.1,3057709.112,6
25538650.25,frugal,9140787.811,12499274.29,5107730.05,2
10329753.24,wasteful,9078611.533,7000143.42,2065950.648,3
14842168.61,frugal,4979294.28,17262432.87,2968433.722,6
22680434.26,moderate,13779620.43,27859697.62,4536086.852,6
22134460.57,frugal,7739725.212,35046843.03,4426892.114,8
9993708.8,moderate,6139380.695,26159059.8,1998741.76,13
17855094.45,moderate,9386777.917,18352280.84,3571018.89,5
14252114.74,frugal,4502189.076,19631729.77,2850422.948,7
27113213.32,moderate,18886394.57,19008480.1,5422642.664,4
25892970.28,wasteful,24203406.85,12700891.38,5178594.056,2
19256989.92,frugal,7092351.135,4632586.71,3851397.984,1
2790609.62,moderate,1949358.968,37060831.1,558121.924,66
11485552.3,moderate,7495021.375,37104626.25,2297110.46,16
6591120.82,wasteful,6125997.28,19043084.27,1318224.164,14
9455309.82,moderate,5481692.79,30388106.75,1891061.964,16
1603191.47,frugal,519643.7014,21144167.58,320638.294,66
15039497.62,moderate,7640640.789,14424939.27,3007899.524,5
16384352.72,moderate,10975097.81,38719618.95,3276870.544,12
13356226.17,wasteful,11061246.68,19402920.6,2671245.234,7
24371156.62,wasteful,23793308.07,12547931.77,4874231.324,3
13477886.73,frugal,4590053.754,13958266.61,2695577.346,5
2763734.1,moderate,1789811.43,26517636.55,552746.82,48
17204695.06,wasteful,14932895.8,24312046.63,3440939.012,7
20474561.3,moderate,13792298.77,35317148.76,4094912.26,9
27683241.3,moderate,15491921.2,16431589.64,5536648.26,3
19093865.89,frugal,6406860.351,26440668.11,3818773.178,7
6664937.87,moderate,4530456.08,18517611.61,1332987.574,14
1536015.55,frugal,593190.479,39673421.49,307203.11,129
16839875.75,moderate,10272567.09,37185627.2,3367975.15,11
6197796.08,moderate,3375917.001,13840861.16,1239559.216,11
6992456.83,frugal,2361594.69,18257749.32,1398491.366,13
13713677.52,moderate,8404582.892,3869196.87,2742735.504,1
17474897.08,frugal,6317961.561,36037925.32,3494979.416,10
17868103.59,frugal,6998459.03,8679445.07,3573620.718,2
4983312.32,wasteful,4799342.255,28726662.62,996662.464,29
10025822.71,moderate,6605106.572,26782265.9,2005164.542,13
21961837.73,wasteful,18598533.6,39704318.01,4392367.546,9
19954784.96,moderate,10215420.95,37779420.31,3990956.992,9
6141412.34,wasteful,5920447.367,34890343.2,1228282.468,28
1443293.11,wasteful,1408185.273,5595734.12,288658.622,19
13991451.43,frugal,4346859.688,36522254.99,2798290.286,13
1908631.17,moderate,1223456.856,34552426.77,381726.234,91
16047163.58,frugal,4888890.58,14484820.29,3209432.716,5
7137154.6,wasteful,6351911.44,37990195.06,1427430.92,27
21465256.78,moderate,11748214.3,5375688.55,4293051.356,1
21605007.5,frugal,8539664.098,11793041.04,4321001.5,3
12621465.85,wasteful,10908447.88,11357853.49,2524293.17,4
7898034.78,wasteful,6783098.252,29239749.41,1579606.956,19
2707317.63,frugal,838788.8507,16003072.96,541463.526,30
7671002.54,moderate,4551829.186,36103998.64,1534200.508,24
1348351.45,moderate,827760.6901,21753428.15,269670.29,81
10118235.28,frugal,3824967.165,29225462.94,2023647.056,14
25331907.13,frugal,9167562.878,15861021.53,5066381.426,3
19616096.76,wasteful,17952997.5,9711426.41,3923219.352,2
8722441.03,moderate,4959774.203,32794792.36,1744488.206,19
11072289.43,moderate,6955299.137,38092254.17,2214457.886,17
21506513.74,frugal,7336416.873,34376404.41,4301302.748,8
7490956.76,moderate,4248225.997,28861805.62,1498191.352,19
25642282.04,wasteful,21740148.07,7442499.14,5128456.408,1
1346548.64,wasteful,1289306.98,32257332.06,269309.728,120
4955400.84,moderate,3113816.973,17868758.03,991080.168,18
22524328.58,moderate,13712802.2,36073573.32,4504865.716,8
15437287.33,frugal,4814478.21,22051039.5,3087457.466,7
1302176.94,moderate,824911.1897,35104493.52,260435.388,135
14282489.75,wasteful,12333749.13,16042574.34,2856497.95,6
12384068.54,moderate,7146224.558,35815123.75,2476813.708,14
15308383.32,moderate,8248648.706,11226471.54,3061676.664,4
5590455.59,frugal,1965806.498,13393219.11,1118091.118,12
17417759.05,frugal,6227142.407,12417970.61,3483551.81,4
3076095.3,frugal,939249.9553,32027765.04,615219.06,52
11447456.57,wasteful,9936253.677,7090705.54,2289491.314,3
13690261.36,moderate,9534209.147,11453579.49,2738052.272,4
13705864.03,wasteful,11404149.34,19558368.62,2741172.806,7
27606906.13,moderate,17185648.86,26340616.5,5521381.226,5
21171110.33,frugal,8389247.702,13853206.56,4234222.066,3
26194686.34,frugal,8458126.825,32587345.4,5238937.268,6
9702692.18,wasteful,8064290.199,17278896.42,1940538.436,9
18796754.18,moderate,9877728.25,28546358.62,3759350.836,8
10820341.29,wasteful,8875738.257,19507086.1,2164068.258,9
14226875.22,wasteful,13316042.16,19117327.76,2845375.044,7
18885531.91,wasteful,16923215.03,5758112.75,3777106.382,2
18984606.5,moderate,12292628.58,22365671.95,3796921.3,6
11086051.13,moderate,5813867.715,34271756.1,2217210.226,15
23181746.87,moderate,15674742.63,18073906.05,4636349.374,4
26181896.53,moderate,14165526.02,30093006.59,5236379.306,6
17506714.56,wasteful,16444965.13,6748708.27,3501342.912,2
3491447.81,moderate,1810002.427,26343388.25,698289.562,38
6434352.89,wasteful,6280528.696,30969732.98,1286870.578,24
14777454.98,frugal,5286688.607,23198906.51,2955490.996,8
10944207.48,moderate,6951858.491,5754187.93,2188841.496,3
4693368.97,frugal,1723059.05,33774682.49,938673.794,36
24307950.4,wasteful,21130190.3,39657047.37,4861590.08,8
23569925.41,frugal,8606443.203,3125685.51,4713985.082,1
25616658.79,frugal,8182565.292,29153928.19,5123331.758,6
15681584.2,frugal,5668648.454,33952042.15,3136316.84,11
10324080.4,wasteful,9641265.805,14908262.46,2064816.08,7
23937011.42,moderate,12407641.5,26340241.15,4787402.284,6
23842395.6,wasteful,21254744.73,24662460.83,4768479.12,5
14334799.51,wasteful,14035114.73,5218331.3,2866959.902,2
11999544.35,wasteful,9988360.722,16407531.84,2399908.87,7
13576775.16,moderate,8621777.165,39660634.4,2715355.032,15
18084179.15,moderate,9334872.558,10812182.79,3616835.83,3
11109719.18,frugal,3372643.526,8292941.68,2221943.836,4
1265045.7,frugal,501318.6478,33125476.31,253009.14,131
26468925.82,frugal,9819257.755,35991353.65,5293785.164,7
16417502.25,moderate,8415559.6,27998372.41,3283500.45,9
17838683.74,moderate,9616163.978,22400212.01,3567736.748,6
26056526.82,moderate,16595038.18,8992846.67,5211305.364,2
16551355.87,wasteful,16492066.8,7322221.41,3310271.174,2
25865930.37,moderate,13814046.28,27936246.69,5173186.074,5
10573692.02,wasteful,10116724.75,6506698.92,2114738.404,3
4994297.06,moderate,3136303.839,39913974.39,998859.412,40
13168648.21,moderate,7882651.891,16483184.51,2633729.642,6
15066838.28,frugal,5837746.619,38866904.63,3013367.656,13
5408891.05,wasteful,5039677.305,12667018.61,1081778.21,12
4266629.88,wasteful,4210207.644,38171458.15,853325.976,45
11221855.81,wasteful,10789110.66,37421916.02,2244371.162,17
10419192.68,moderate,7245771.904,30368579.39,2083838.536,15
2436874.17,frugal,742982.9328,20000591.42,487374.834,41
26649064.73,wasteful,22067229.14,22545429.16,5329812.946,4
25818217.5,frugal,8630850.125,27963234.16,5163643.5,5
25916244.15,frugal,9205159.107,30627093.97,5183248.83,6
13438428.1,frugal,4899739.605,16588252.45,2687685.62,6
22191133.01,frugal,7497461.01,23102906.1,4438226.602,5
18705942.87,frugal,6180245.683,21712495.08,3741188.574,6
16270049.37,wasteful,15835241.16,9463763.41,3254009.874,3
13097761.1,wasteful,11115880.12,15942700.91,2619552.22,6
9925603.87,moderate,4975583.329,16699427.47,1985120.774,8
4396728.43,moderate,2415091.656,34905973.01,879345.686,40
1374061.18,moderate,724302.2862,12306515.3,274812.236,45
16598381.99,moderate,10546527.21,38399755.98,3319676.398,12
3762152.29,moderate,2010094.613,12043084.99,752430.458,16
19298523.77,wasteful,16260320.75,36588347.79,3859704.754,9
12492413.38,frugal,4824249.507,31866690.16,2498482.676,13
22932277.93,wasteful,22135734.66,16382986.89,4586455.586,4
8056206.28,moderate,5503522.865,34589754.23,1611241.256,21
2371433.56,wasteful,2136570.616,16229345.94,474286.712,34
25801442.36,wasteful,21508277.36,39288907.62,5160288.472,8
22965010.8,frugal,7754622.16,8499091.63,4593002.16,2
12646294.58,frugal,4689173.439,26246961.16,2529258.916,10
26377879.78,wasteful,24301065.42,6877538.68,5275575.956,1
11021817.77,frugal,4220734.259,25931961.26,2204363.554,12
15669924.91,moderate,10284178.08,28054131.62,3133984.982,9
20766704.92,wasteful,18776612.31,12460006.62,4153340.984,3
3219459.42,wasteful,2713118.65,18848185.53,643891.884,29
5391097.16,moderate,2884036.25,22186153.99,1078219.432,21
14201510.17,frugal,4461004.525,26376528.18,2840302.034,9
3113534.39,moderate,1760089.002,10631632.96,622706.878,17
3391221.26,wasteful,3269323.733,29639029.55,678244.252,44
13042258.76,frugal,4350460.391,31137436.78,2608451.752,12
8922361.26,frugal,2926989.4,39663496.11,1784472.252,22
21828585.86,frugal,6639381.613,3635281.53,4365717.172,1
20176533.86,moderate,12156925.68,32864543.74,4035306.772,8
26420316.17,frugal,8645759.753,38574477.72,5284063.234,7
1707827.74,wasteful,1378271.868,9164708.6,341565.548,27
4680064.42,moderate,2398586.797,15090007.68,936012.884,16
19147299.75,frugal,6146450.569,24941860.17,3829459.95,7
19598567.67,frugal,6094860.707,31033446.23,3919713.534,8
12315879.98,frugal,4306716.639,29736194.82,2463175.996,12
7123139.44,frugal,2447728.237,11258706.22,1424627.888,8
18666409.27,frugal,6553483.278,16390975.92,3733281.854,4
24355746.96,moderate,15194413.73,35382390.1,4871149.392,7
18487552.32,moderate,11756369.43,21088448.93,3697510.464,6
21186681.48,moderate,13939210.19,13459201.87,4237336.296,3
14062871,frugal,5149096.781,27876469.48,2812574.2,10
4351140.58,moderate,2642347.985,24578924.01,870228.116,28
3642214.73,moderate,2348103.033,36556233.96,728442.946,50
10122002.36,frugal,3149342.437,5387546.26,2024400.472,3
11201342.83,wasteful,10521726.66,38270144.59,2240268.566,17
12855880.65,frugal,4358489.239,21956896.44,2571176.13,9
22198581.33,frugal,8531900.653,16819451.83,4439716.266,4
25833596.17,frugal,8603314.242,33436170.34,5166719.234,6
10138780.46,frugal,3425567.805,19565159.87,2027756.092,10
17011853.11,frugal,5485484.896,3214294.54,3402370.622,1
18805136.95,frugal,7210646.289,11411508.89,3761027.39,3
17577074.33,wasteful,14760094.01,27817163.75,3515414.866,8
11108929.26,wasteful,9694406.505,34452239.14,2221785.852,16
17130007.17,frugal,5927995.788,34176424.02,3426001.434,10
16842649.91,frugal,5837004.33,22380807.05,3368529.982,7
13599150.64,moderate,8340306.88,3929789.03,2719830.128,1
18913687.9,wasteful,16809464.26,19572746.51,3782737.58,5
13749163.55,wasteful,12456327.08,30256625.6,2749832.71,11
10717733.41,frugal,3328419.285,9777551.53,2143546.682,5
19180127.27,wasteful,17981467.94,14077485.83,3836025.454,4
2860401.96,frugal,1064907.163,15520725.35,572080.392,27
26120867.67,wasteful,23777283.21,33189326.46,5224173.534,6
20602596.97,moderate,12699263.9,12887883.9,4120519.394,3
8456039.43,frugal,3081007.494,8597793.34,1691207.886,5
14432298.37,wasteful,13748088.08,29014363.44,2886459.674,10
24706134.99,frugal,8703851.373,11340951.36,4941226.998,2
4761884.14,frugal,1524774.757,14243227.11,952376.828,15
3687941.1,moderate,2414535.033,31458638.84,737588.22,43
22259997.08,moderate,14003774.36,30673281.79,4451999.416,7
5174529.85,moderate,2693313.866,3205385.1,1034905.97,3
8457775.58,moderate,5814872.657,30723029.83,1691555.116,18
15358397.74,frugal,5653481.033,35312807.13,3071679.548,11
6065021.54,frugal,2016424.718,39466348.56,1213004.308,33
6130830.03,wasteful,5936544.989,8147000.26,1226166.006,7
23063873.29,moderate,14131126.15,19367766.12,4612774.658,4
9208433.05,wasteful,7477991.841,19319012.11,1841686.61,10
3524330.2,frugal,1305502.339,24887770.13,704866.04,35
23552670.28,moderate,14827722.66,30365293.58,4710534.056,6
26762137.92,moderate,15093088.44,37672137.71,5352427.584,7
22486798.46,wasteful,20285626.5,36179744.15,4497359.692,8
7363480.06,frugal,2526672.602,16367681.26,1472696.012,11
27137861.27,frugal,8409089.096,4559742.35,5427572.254,1
16904373.65,wasteful,16067028.42,11745246.53,3380874.73,3
25374950.5,frugal,9748435.49,39008115.24,5074990.1,8
17905487.44,wasteful,16629192.43,18517283.98,3581097.488,5
24461504.7,wasteful,22071926.36,29553423.03,4892300.94,6
15727729.86,moderate,9748082.582,30367910.35,3145545.972,10
14180357.9,wasteful,14051957.58,11218013.09,2836071.58,4
9077006.85,frugal,3359815.234,28828533.46,1815401.37,16
13306370.13,wasteful,12095371.05,15882559.3,2661274.026,6
12523855.53,frugal,4919350.358,33843316.62,2504771.106,14
14698834.33,moderate,9034798.717,35607096.28,2939766.866,12
4987119.76,moderate,2634583.883,36842359.13,997423.952,37
25776541.16,wasteful,25439554.07,14010257.33,5155308.232,3
15985611.53,moderate,10102172.34,18918251.32,3197122.306,6
4901107.35,frugal,1886468.168,17525818.93,980221.47,18
10433393.37,frugal,3784936.207,12380216.72,2086678.674,6
17854843.71,wasteful,16032010.62,17380430.45,3570968.742,5
9100219.97,wasteful,9037396.963,12786653.56,1820043.994,7
4193903.89,moderate,2120126.881,38856408.79,838780.778,46
8549529.16,wasteful,7944288.172,6999722.91,1709905.832,4
2455597.07,wasteful,2085784.978,20997258.82,491119.414,43
3160637.08,frugal,956751.0159,12666443.9,632127.416,20
11958890.9,frugal,3806326.658,38785324.15,2391778.18,16
7417803.54,moderate,4998607.849,26815690.52,1483560.708,18
13284492.18,frugal,5244392.253,29931598.96,2656898.436,11
25286853.63,wasteful,24117939.72,3119799.98,5057370.726,1
6097624.93,frugal,1967653.147,18550072.15,1219524.986,15
10099016.25,wasteful,8566178.299,32008556.5,2019803.25,16
12512304.85,frugal,4823198.45,14103126.34,2502460.97,6
5523763.18,moderate,3571673.538,33218648.7,1104752.636,30
12135689.07,wasteful,11767308.53,8110009.07,2427137.814,3
4587012.08,moderate,2657399.935,9172682.49,917402.416,10
3442584.73,moderate,2033965.599,35120817.41,688516.946,51
23626208.55,wasteful,22919111.92,17610170.33,4725241.71,4
14281676.45,frugal,4447715.8,38010246.99,2856335.29,13
10423754.58,wasteful,10276518.12,12734193.41,2084750.916,6
13828789.96,frugal,4360506.005,4785706.08,2765757.992,2
6502177.81,wasteful,6216130.304,19320687.82,1300435.562,15
24668626.89,moderate,15364003.65,14931466.79,4933725.378,3
12318083.59,moderate,8179013.584,32004836.86,2463616.718,13
23765348.77,wasteful,22829123.96,29916555.37,4753069.754,6
22698108.76,wasteful,20929982.74,31732085.57,4539621.752,7
1040972.77,moderate,542906.4067,39004164.14,208194.554,187
24821283.05,wasteful,23417346.04,38781700.85,4964256.61,8
20467077.74,moderate,13761869.91,6294531.46,4093415.548,2
26161710.12,wasteful,23439726.9,6126343.42,5232342.024,1
12684476.1,moderate,7764878.017,10125131.69,2536895.22,4
11996497.63,frugal,4709965.075,18889770.95,2399299.526,8
22643828.58,frugal,6980621.488,31020554.9,4528765.716,7
24276692.31,frugal,7442669.338,10404670.95,4855338.462,2
14837350.6,moderate,7558344.491,28379291.64,2967470.12,10
26552916.26,wasteful,23595090.06,8080732.13,5310583.252,2
11099709.37,moderate,7654228.606,31855440.13,2219941.874,14
13764670.51,wasteful,13709848.27,14508964.7,2752934.102,5
9684552.73,wasteful,9205308.955,23525777.11,1936910.546,12
16622840.17,frugal,5292711.877,34000329.59,3324568.034,10
15673002.07,frugal,5996366.88,30321716.85,3134600.414,10
6423560.29,moderate,4031029.596,17668810.22,1284712.058,14
11964540.06,frugal,4367015.677,27020025.59,2392908.012,11
13419044.73,wasteful,11108834.38,19675512.59,2683808.946,7
26298388.02,wasteful,22869348.83,12446089.53,5259677.604,2
22915227.89,frugal,8284246.23,30278460.69,4583045.578,7
15076950.34,moderate,7552990.83,5596785.97,3015390.068,2
23080586.02,frugal,7754055.831,24386483.68,4616117.204,5
1949246.42,frugal,719605.7155,37555110.51,389849.284,96
23629158.28,moderate,14981407.52,12675886.32,4725831.656,3
9389866.41,wasteful,8813027.404,13949904.75,1877973.282,7
19396233.01,wasteful,15714095.28,12069651.56,3879246.602,3
19321894.43,frugal,6248829.163,35193285.24,3864378.886,9
22764129.34,frugal,7818124.781,28584592.49,4552825.868,6
24458402.67,wasteful,19947904.67,39490853.93,4891680.534,8
13589291.27,moderate,8492036.293,21070550.72,2717858.254,8
1048766.91,frugal,400487.1348,31956462.09,209753.382,152
21071439.54,frugal,7574964.275,38327119.82,4214287.908,9
6607092.26,frugal,2347286.58,15408778.73,1321418.452,12
13519276.31,moderate,7587511.496,13564139.84,2703855.262,5
15771253.57,frugal,4794444.176,17896952.31,3154250.714,6
1364251.44,moderate,766241.5281,7354956.25,272850.288,27
26986138.16,wasteful,24214470.71,39138549.33,5397227.632,7
22603310.65,frugal,8438046.164,19051134.88,4520662.13,4
7898879.95,moderate,5093996.759,36119306.64,1579775.99,23
21355628.86,moderate,12630434.5,22937852.62,4271125.772,5
5847453.3,frugal,1994233.978,31561602.66,1169490.66,27
20940306.06,moderate,14460524.24,5840683.77,4188061.212,1
26203283.13,moderate,17166678.58,28245483.51,5240656.626,5
25976312.5,moderate,16008782.72,20939052.33,5195262.5,4
4822845.37,moderate,3215647.142,25932771.4,964569.074,27
15183052.35,moderate,9730675.992,29266186.08,3036610.47,10
26504498.66,frugal,8206733.761,34010442.78,5300899.732,6
9284798.88,wasteful,8063647.955,5858361.44,1856959.776,3
7486772.05,frugal,2252368.5,13645415.12,1497354.41,9
7869725.86,frugal,2403880.042,34612977.11,1573945.172,22
4908527.39,moderate,3267731.16,10567104.74,981705.478,11
8131340.41,frugal,2943657.07,17259232.24,1626268.082,11
24153710.69,wasteful,23242539.55,18750337.26,4830742.138,4
18232013.56,wasteful,16822616.82,26795882.42,3646402.712,7
19618002.96,frugal,6952863.375,27419460.53,3923600.592,7
12301888.06,wasteful,11778268.13,38684526.89,2460377.612,16
27415014.63,wasteful,25151012.52,24424945.63,5483002.926,4
20321908.41,moderate,14141565.89,31606290.2,4064381.682,8
9770287.77,wasteful,8079434.631,7053477.59,1954057.554,4
14264288.72,frugal,4687842.942,4618937.83,2852857.744,2
18891771.3,moderate,11545790.01,6303066.27,3778354.26,2
14256348.04,frugal,5163575.059,3190928.67,2851269.608,1
12257050.94,moderate,8086426.462,21487146.29,2451410.188,9
22971318.12,moderate,13346258.21,24865932.91,4594263.624,5
10449851.53,moderate,6184867.121,34919715.02,2089970.306,17
3197118.45,wasteful,3192626.027,29381409.15,639423.69,46
12758314.46,moderate,7494373.032,10466229.78,2551662.892,4
4816128.82,frugal,1509854.705,36766236.19,963225.764,38
16936969.72,frugal,6039357.043,13473984.51,3387393.944,4
14669008.82,moderate,9897088.686,7953860.12,2933801.764,3
25796885.48,moderate,12980542.05,39871707.1,5159377.096,8
7814907.65,frugal,2804266.971,11843787.57,1562981.53,8
24501706.67,moderate,14939834.74,20265452.97,4900341.334,4
26450810.5,wasteful,24155342.66,33413896.53,5290162.1,6
4729814.67,frugal,1661168.584,24599295.17,945962.934,26
23691919.75,moderate,13199739.27,39725147.74,4738383.95,8
5469001.18,moderate,3598576.595,11737190.85,1093800.236,11
15357045.27,wasteful,14131662.97,39604658.87,3071409.054,13
1039170.79,moderate,701233.5656,5531542.92,207834.158,27
9965920.08,moderate,5501105.057,6343624.16,1993184.016,3
19739398.7,moderate,11979934.37,10153349.19,3947879.74,3
25568071.47,moderate,13595965.12,5337379.59,5113614.294,1
18025498.63,frugal,6995039.78,26898487.06,3605099.726,7
6554358.93,wasteful,5476570.424,35213467.43,1310871.786,27
6951229.55,frugal,2757038.979,32469407.63,1390245.91,23
5971306.29,wasteful,5087577.924,27558476.43,1194261.258,23
25566691.28,moderate,13999447.19,23983907.55,5113338.256,5
19031953.76,moderate,9905376.297,12529104.36,3806390.752,3
9950855.25,frugal,3545359.116,24432684.28,1990171.05,12
7292851.52,frugal,2706892.752,22973374.18,1458570.304,16
17612222.07,wasteful,15110814.26,32315193.91,3522444.414,9
9628622.94,frugal,2944694.734,16771418.71,1925724.588,9
13663335.46,frugal,4731665.227,18034634.33,2732667.092,7
17840678.74,moderate,10710588.27,11243257.45,3568135.748,3
3053756.99,moderate,1895435.331,4147906.29,610751.398,7
7078888.13,moderate,4496283.215,11592223.28,1415777.626,8
7455941.84,moderate,4019879.731,18422999.75,1491188.368,12
20849978.34,moderate,10750991.72,8256801.85,4169995.668,2
21721370.36,moderate,12986144.85,8756035.97,4344274.072,2
24376331.01,frugal,8213076.728,23901258.54,4875266.202,5
14278909.49,moderate,9862685.858,24353367.48,2855781.898,9
18495366.7,moderate,11572568.53,32216500.05,3699073.34,9
11056681.41,moderate,5763523.37,38063567.26,2211336.282,17
20331291.09,frugal,7499790.552,26422722.94,4066258.218,6
20823274.98,moderate,13604430.28,35800170.98,4164654.996,9
15579758.56,moderate,10726939.76,18447214.56,3115951.712,6
23890718.22,frugal,8806667.661,28375549.5,4778143.644,6
19238663.74,moderate,12823169.2,18889578.91,3847732.748,5
7492789.37,frugal,2377031.583,19424864.4,1498557.874,13
9851684.39,moderate,5887567.832,39774880.33,1970336.878,20
16857817.64,moderate,11144872.9,23444569.74,3371563.528,7
7275090.53,moderate,3912410.933,24745172.83,1455018.106,17
9243992.45,wasteful,9209641.531,5909983.68,1848798.49,3
19813873.05,wasteful,17720398.42,19709301.45,3962774.61,5
12405669.27,moderate,8407588.821,19902064.38,2481133.854,8
7607697.77,moderate,5127270.389,16038754.55,1521539.554,11
14202559.53,frugal,4931049.374,12336220.01,2840511.906,4
18616268.92,moderate,9461292.795,29035500.78,3723253.784,8
14759185.37,moderate,7474968.91,35291552.34,2951837.074,12
4695963.83,wasteful,4090379.317,6986198.4,939192.766,7
22220992.73,moderate,11242165.5,13135835.95,4444198.546,3
20123444.55,wasteful,17646352.17,29377805.85,4024688.91,7
17575612.46,wasteful,15171722.09,9577803.26,3515122.492,3
12781730.71,frugal,4500323.54,13258494.99,2556346.142,5
24629302.05,frugal,9675764.815,11006537.23,4925860.41,2
9453121.45,moderate,5161108.31,6229791.26,1890624.29,3
13958270.84,frugal,4795227.885,19244825.66,2791654.168,7
15089657.72,moderate,9745794.124,15947983.23,3017931.544,5
15154798.56,wasteful,12211740.13,12033989.06,3030959.712,4
19288960.11,wasteful,18244514.62,34169999.96,3857792.022,9
12923437.95,frugal,5090067.296,21368280.85,2584687.59,8
6148281.41,frugal,2434398.789,12113557.3,1229656.282,10
22850918.53,moderate,11809132.69,10202472.04,4570183.706,2
25033780.44,frugal,9454831.737,24421888.5,5006756.088,5
8368646.21,moderate,5853435.317,28733313.19,1673729.242,17
13767646.17,wasteful,12919571.11,37666753.98,2753529.234,14
3559225.58,moderate,2414742.849,37204407.47,711845.116,52
3142002.67,wasteful,2622766.839,22336528.26,628400.534,36
